tree_names,subgenus,position,section,subgen_label,sect_label
Eucalyptus_magnificata,Symphyomyrtus,467,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_ophitica,Symphyomyrtus,468,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_thozetiana,Symphyomyrtus,469,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_ochrophloia,Symphyomyrtus,470,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_sideroxylon,Symphyomyrtus,471,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_placita,Symphyomyrtus,472,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_castrensis,Symphyomyrtus,473,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_distans,Symphyomyrtus,474,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_sicilifolia,Symphyomyrtus,475,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_dawsonii,Symphyomyrtus,476,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_conica,Symphyomyrtus,477,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_orgadophila,Symphyomyrtus,478,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_tholiformis,Symphyomyrtus,479,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_rudderi,Symphyomyrtus,480,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_viridis,Symphyomyrtus,481,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_populnea,Symphyomyrtus,482,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_pruinosa,Symphyomyrtus,483,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_howittiana,Symphyomyrtus,484,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_exilipes,Symphyomyrtus,485,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_argophloia,Symphyomyrtus,486,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_beyeriana,Symphyomyrtus,487,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_fusiformis,Symphyomyrtus,488,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_largiflorens,Symphyomyrtus,489,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_moluccana,Symphyomyrtus,490,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_microtheca,Symphyomyrtus,491,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_confluens,Symphyomyrtus,492,Platysperma,Symphyomyrtus,NA
Eucalyptus_brevifolia,Symphyomyrtus,493,Platysperma,Symphyomyrtus,NA
Eucalyptus_leptophleba,Symphyomyrtus,494,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_persistens,Symphyomyrtus,495,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_oligantha,Symphyomyrtus,496,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_koolpinensis,Symphyomyrtus,497,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_obconica,Symphyomyrtus,498,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_virens,Symphyomyrtus,499,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_atrata,Symphyomyrtus,500,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_quadricostata,Symphyomyrtus,501,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_ancophila,Symphyomyrtus,502,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_melanophloia,Symphyomyrtus,503,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_paedoglauca,Symphyomyrtus,504,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_albens,Symphyomyrtus,505,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_pilligaensis,Symphyomyrtus,506,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_normantonensis,Symphyomyrtus,507,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_polybractea,Symphyomyrtus,508,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_microcarpa,Symphyomyrtus,509,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_froggattii,Symphyomyrtus,510,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_cladocalyx,Symphyomyrtus,511,Sejunctae,Symphyomyrtus,NA
Eucalyptus_bosistoana,Symphyomyrtus,512,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_leucoxylon,Symphyomyrtus,513,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_tricarpa,Symphyomyrtus,514,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_melliodora,Symphyomyrtus,515,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_largeana,Symphyomyrtus,516,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_siderophloia,Symphyomyrtus,517,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_paniculata,Symphyomyrtus,518,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_petiolaris,Symphyomyrtus,519,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_baueriana,Symphyomyrtus,520,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_porosa,Symphyomyrtus,521,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_behriana,Symphyomyrtus,522,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_lansdowneana,Symphyomyrtus,523,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_concinna,Symphyomyrtus,524,Dumaria,Symphyomyrtus,NA
Eucalyptus_percostata,Symphyomyrtus,525,Dumaria,Symphyomyrtus,NA
Eucalyptus_petraea,Symphyomyrtus,526,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_cuprea,Symphyomyrtus,527,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_absita,Symphyomyrtus,528,Adnataria,Symphyomyrtus,Adnataria
Eucalyptus_ceratocorys,Symphyomyrtus,529,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_oraria,Symphyomyrtus,530,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_celastroides,Symphyomyrtus,531,Sejunctae,Symphyomyrtus,NA
Eucalyptus_prolixa,Symphyomyrtus,532,Sejunctae,Symphyomyrtus,NA
Eucalyptus_calycogona,Symphyomyrtus,533,Sejunctae,Symphyomyrtus,NA
Eucalyptus_yilgarnensis,Symphyomyrtus,534,Sejunctae,Symphyomyrtus,NA
Eucalyptus_gracilis,Symphyomyrtus,535,Sejunctae,Symphyomyrtus,NA
Eucalyptus_quadrans,Symphyomyrtus,536,Sejunctae,Symphyomyrtus,NA
Eucalyptus_halophila,Symphyomyrtus,537,Sejunctae,Symphyomyrtus,NA
Eucalyptus_exigua,Symphyomyrtus,538,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_leptocalyx,Symphyomyrtus,539,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_scyphocalyx,Symphyomyrtus,540,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_websteriana,Symphyomyrtus,541,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_tetraptera,Symphyomyrtus,542,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_cylindrocarpa,Symphyomyrtus,543,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_pimpiniana,Symphyomyrtus,544,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_rugosa,Symphyomyrtus,545,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_litorea,Symphyomyrtus,546,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_subangusta,Symphyomyrtus,547,Glandulosae,Symphyomyrtus,NA
Eucalyptus_aequioperta,Symphyomyrtus,548,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_woodwardii,Symphyomyrtus,549,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_dundasii,Symphyomyrtus,550,Glandulosae,Symphyomyrtus,NA
Eucalyptus_rigens,Symphyomyrtus,551,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_lesouefii,Symphyomyrtus,552,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_forrestiana,Symphyomyrtus,553,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_captiosa,Symphyomyrtus,554,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_stoatei,Symphyomyrtus,555,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_incrassata,Symphyomyrtus,556,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_singularis,Symphyomyrtus,557,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_dolichorhyncha,Symphyomyrtus,558,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_angulosa,Symphyomyrtus,559,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_griffithsii,Symphyomyrtus,560,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_melanoxylon,Symphyomyrtus,561,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_transcontinentalis,Symphyomyrtus,562,Sejunctae,Symphyomyrtus,NA
Eucalyptus_famelica,Symphyomyrtus,563,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_deflexa,Symphyomyrtus,564,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_calcareana,Symphyomyrtus,565,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_platycorys,Symphyomyrtus,566,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_brevipes,Symphyomyrtus,567,Sejunctae,Symphyomyrtus,NA
Eucalyptus_surgens,Symphyomyrtus,568,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_ovularis,Symphyomyrtus,569,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_merrickiae,Symphyomyrtus,570,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_cretata,Symphyomyrtus,571,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_canescens,Symphyomyrtus,572,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_phenax,Symphyomyrtus,573,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_cyanophylla,Symphyomyrtus,574,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_dumosa,Symphyomyrtus,575,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_fraseri,Symphyomyrtus,576,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_argutifolia,Symphyomyrtus,577,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_brachycalyx,Symphyomyrtus,578,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_pterocarpa,Symphyomyrtus,579,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_conglobata,Symphyomyrtus,580,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_valens,Symphyomyrtus,581,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_gypsophila,Symphyomyrtus,582,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_assimilans,Symphyomyrtus,583,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_distuberosa,Symphyomyrtus,584,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_frenchiana,Symphyomyrtus,585,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_spreta,Symphyomyrtus,586,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_pileata,Symphyomyrtus,587,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_clelandii,Symphyomyrtus,588,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_torquata,Symphyomyrtus,589,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_vittata,Symphyomyrtus,590,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_tenuis,Symphyomyrtus,591,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_myriadena,Symphyomyrtus,592,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_obtusiflora,Symphyomyrtus,593,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_polita,Symphyomyrtus,594,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_kondininensis,Symphyomyrtus,595,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_georgei,Symphyomyrtus,596,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_corrugata,Symphyomyrtus,597,Dumaria,Symphyomyrtus,Dumaria
Eucalyptus_comitae,Symphyomyrtus,598,NA,Symphyomyrtus,Dumaria
Eucalyptus_protensa,Symphyomyrtus,599,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_salubris,Symphyomyrtus,600,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_tumida,Symphyomyrtus,601,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_creta,Symphyomyrtus,602,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_terebra,Symphyomyrtus,603,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_effusa,Symphyomyrtus,604,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_campaspe,Symphyomyrtus,605,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_jimberlanica,Symphyomyrtus,606,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_diptera,Symphyomyrtus,607,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_ravida,Symphyomyrtus,608,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_pruiniramis,Symphyomyrtus,609,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_accedens,Symphyomyrtus,610,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_stowardii,Symphyomyrtus,611,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_carnei,Symphyomyrtus,612,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_grossa,Symphyomyrtus,613,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_thamnoides,Symphyomyrtus,614,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_xanthonema,Symphyomyrtus,615,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_tortilis,Symphyomyrtus,616,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_laeliae,Symphyomyrtus,617,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_wubinensis,Symphyomyrtus,618,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_trivalvis,Symphyomyrtus,619,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_articulata,Symphyomyrtus,620,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_loxophleba,Symphyomyrtus,621,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_zopherophloia,Symphyomyrtus,622,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_arachnae,Symphyomyrtus,623,NA,Symphyomyrtus,NA
Eucalyptus_praetermissa,Symphyomyrtus,624,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_phaenophylla,Symphyomyrtus,625,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_clivicola,Symphyomyrtus,626,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_melanophitra,Symphyomyrtus,627,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_histophylla,Symphyomyrtus,628,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_livida,Symphyomyrtus,629,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_abdita,Symphyomyrtus,630,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_pluricaulis,Symphyomyrtus,631,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_gardneri,Symphyomyrtus,632,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_densa,Symphyomyrtus,633,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_cyclostoma,Symphyomyrtus,634,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_kruseana,Symphyomyrtus,635,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_brachyphylla,Symphyomyrtus,636,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_extensa,Symphyomyrtus,637,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_semota,Symphyomyrtus,638,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_stricklandii,Symphyomyrtus,639,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_erythronema,Symphyomyrtus,640,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_talyuberlup,Symphyomyrtus,641,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_utilis,Symphyomyrtus,642,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_nutans,Symphyomyrtus,643,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_spathulata,Symphyomyrtus,644,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_prominens,Symphyomyrtus,645,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_vesiculosa,Symphyomyrtus,646,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_cernua,Symphyomyrtus,647,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_occidentalis,Symphyomyrtus,648,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_proxima,Symphyomyrtus,649,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_astringens,Symphyomyrtus,650,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_blaxellii,Symphyomyrtus,651,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_subtilis,Symphyomyrtus,652,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_whitei,Symphyomyrtus,653,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_cerasiformis,Symphyomyrtus,654,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_vegrandis,Symphyomyrtus,655,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_alipes,Symphyomyrtus,656,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_goniocarpa,Symphyomyrtus,657,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_desmondensis,Symphyomyrtus,658,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_hebetifolia,Symphyomyrtus,659,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_annulata,Symphyomyrtus,660,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_redunca,Symphyomyrtus,661,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_dielsii,Symphyomyrtus,662,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_suggrandis,Symphyomyrtus,663,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_tenera,Symphyomyrtus,664,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_eremophila,Symphyomyrtus,665,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_mimica,Symphyomyrtus,666,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_depauperata,Symphyomyrtus,667,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_cylindriflora,Symphyomyrtus,668,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_sargentii,Symphyomyrtus,669,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_aspratilis,Symphyomyrtus,670,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_diminuta,Symphyomyrtus,671,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_steedmanii,Symphyomyrtus,672,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_microschema,Symphyomyrtus,673,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_macrandra,Symphyomyrtus,674,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_gomphocephala,Symphyomyrtus,675,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_incerata,Symphyomyrtus,676,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_megacornuta,Symphyomyrtus,677,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_newbeyi,Symphyomyrtus,678,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_burdettiana,Symphyomyrtus,679,Glandulosae,Symphyomyrtus,Glandulosae
Eucalyptus_cornuta,Symphyomyrtus,680,Glandulosae,Symphyomyrtus,Glandulosae